Date,Open,High,Low,Close,Volume
2000-03-08,13605.9,14062.7,13529,13875.2,4022252.2786381
2000-03-09,13894.4,14101.2,13471.3,13509.8,4087978.8843459
2000-03-10,13509.8,13543.4,12548.2,12644.4,11959851.486979
2000-03-13,12067.5,12105.9,11682.8,11682.8,4848835.1546251
2000-03-14,11490.5,12423.2,11490.5,12206.9,7817375.1033706
2000-03-15,12303,12956.9,12226.1,12860.7,5946853.6764115
2000-03-16,12956.9,13134.8,12649.2,12985.7,4045341.8025716
2000-03-17,12889.6,12889.6,12533.8,12807.9,4958243.6669024
2000-03-21,12740.5,12740.5,12384.7,12476.1,4269147.0876761
2000-03-22,12380,12836.7,12355.9,12682.8,4443448.1524385
2000-03-23,12687.7,12687.7,12384.7,12437.7,3978158.865665
2000-03-24,12524.2,12572.3,12355.9,12355.9,4701990.6000441
2000-03-27,12404,12827.1,11875.1,12692.5,11374544.852111
2000-03-28,12500.2,12932.9,12115.5,12615.5,7113508.4552808
2000-03-29,12788.6,13307.9,12788.6,13202.1,5857206.50457
2000-03-30,13384.8,14307.9,13269.4,13942.5,9214284.7774638
2000-03-31,13750.2,14250.2,13509.8,13942.5,4295249.6414226
2000-04-03,13932.9,14519.4,13807.9,14423.3,6186051.3083556
2000-04-04,14346.3,14355.9,14009.8,14192.5,3167902.7571558
2000-04-05,13807.9,13884.8,13519.4,13702.1,4454576.891468
2000-04-06,13702.1,13779,13279,13519.4,3094482.9890507
2000-04-07,13654,13702.1,13365.5,13480.9,2723933.5167807
2000-04-10,13865.6,14019.4,13798.2,14009.8,2869427.1259492
2000-04-11,13817.5,13904,13625.2,13702.1,2122507.8749849
2000-04-12,13480.9,13577.1,13404,13567.5,2409234.4965343
2000-04-13,13173.2,13240.6,12788.6,12932.9,3603554.5498092
2000-04-14,12673.2,13105.9,12567.5,12769.4,4391865.3229216
2000-04-17,11423.2,11730.9,11009.7,11577.1,7171021.995379
2000-04-18,11961.7,12163.6,11730.9,11904,4166604.7102924
2000-04-19,12096.3,12182.8,11923.2,12105.9,3214599.7008867
2000-04-20,12115.5,12432.8,12029,12096.3,4533615.2274922
2000-04-21,12288.6,12375.2,11807.8,11827.1,5209400.0764021
2000-04-24,12202.1,12307.8,12038.6,12211.7,2830219.5987622
2000-04-25,12211.7,12250.2,11971.3,12211.7,2904579.8095504
2000-04-26,12355.9,12355.9,12038.6,12259.8,2388745.4923362
2000-04-27,12077.1,12163.6,11971.3,12000.1,2483904.8426364
2000-04-28,12019.4,12086.7,11721.3,11932.8,2760125.0031323
2000-05-01,11740.5,12154,11644.4,12096.3,2912485.7508685
2000-05-02,12173.2,12211.7,11904,12019.4,2059277.4069004
2000-05-08,12000.1,12000.1,11644.4,11702.1,3419580.0735419
2000-05-09,11442.4,11500.1,11250.1,11250.1,3988556.9299098
2000-05-10,11154,11461.7,11048.2,11355.9,3357597.1724319
2000-05-11,11105.9,11154,10884.7,11000.1,3709633.8749148
2000-05-12,11250.1,11336.7,11154,11240.5,2995370.1662543
2000-05-15,11259.7,11336.7,11182.8,11269.4,1370910.4987847
2000-05-16,11269.4,11288.6,11134.8,11221.3,1347616.2253236
2000-05-17,11346.3,11394.4,11259.7,11317.5,1375176.113943
2000-05-18,11221.3,11221.3,10942.4,11048.2,2105245.6831948
2000-05-19,10663.6,10759.8,10288.6,10413.6,3976181.6275799
2000-05-22,9836.66,9942.43,9625.14,9884.74,4126876.276219
2000-05-23,9692.44,9913.6,9519.35,9615.51,6020171.0697528
2000-05-24,9327.03,9375.11,8903.96,9125.09,5916277.7469566
2000-05-25,9605.89,9952.05,9586.65,9692.44,4785710.0723268
2000-05-26,9403.97,9480.89,9125.09,9307.79,4827619.4903388
2000-05-29,9403.97,9932.81,9346.27,9711.66,4873171.2418589
2000-05-30,9692.44,9711.66,9500.13,9586.65,1656803.0671113
2000-05-31,9769.36,9769.36,9153.94,9375.11,4225467.1884548
2000-06-01,9182.8,9375.11,9125.09,9375.11,3975349.5817055
2000-06-02,9567.44,9903.96,9528.98,9894.35,4194266.9736756
2000-06-05,10471.3,10721.3,10307.8,10692.5,5135559.7688261
2000-06-06,10663.6,10673.2,10490.5,10673.2,2502625.3729736
2000-06-07,10480.9,10586.7,10432.8,10577.1,1906505.1527606
2000-06-08,10577.1,10634.8,10327,10336.7,2282250.6461305
2000-06-09,10144.4,10432.8,10096.3,10269.3,3335862.6086075
2000-06-12,10154,10202.1,10057.8,10182.8,1263168.0856045
2000-06-13,10000.1,10154,9778.97,9884.74,1929693.0367612
2000-06-14,9663.59,9682.8,9403.97,9471.27,3718681.9974212
2000-06-15,9230.88,9327.03,9048.22,9182.8,4926940.0736852
2000-06-16,9182.8,9403.97,9125.09,9288.57,3365709.870626
2000-06-19,9298.2,9346.27,9144.34,9327.03,2480785.4233629
2000-06-20,9423.2,9567.44,9403.97,9423.2,2129789.5309787
2000-06-21,9586.65,9702.04,9519.35,9625.14,2465186.3196475
2000-06-22,9807.81,9961.68,9663.59,9759.74,3425195.6304386
2000-06-23,9615.51,9692.44,9538.57,9605.89,2194163.1839257
2000-06-26,9509.74,9509.74,9307.79,9471.27,1924912.5367614
2000-06-27,9490.52,9548.18,9403.97,9528.98,1561956.8631474
2000-06-28,9528.98,9538.57,9403.97,9509.74,1647028.2845167
2000-06-29,9692.44,9836.66,9634.72,9711.66,1813528.7937473
2000-06-30,9615.51,9673.2,9471.27,9519.35,1332431.6390341
2000-07-03,9548.18,9952.05,9548.18,9942.43,1843690.2057762
2000-07-04,10096.3,10115.5,9827.04,10019.3,1823513.3442402
2000-07-05,10202.1,10298.2,10077,10192.4,1898496.8366786
2000-07-06,10173.2,10452.1,9961.68,10336.7,2584989.8851471
2000-07-07,10577.1,10673.2,10480.9,10557.8,3477716.8952903
2000-07-10,10721.3,10817.4,10682.8,10750.1,2954915.0720928
2000-07-11,10577.1,10702,10423.2,10480.9,2155269.8067492
2000-07-12,10625.1,10654,10404,10404,1676665.7786368
2000-07-13,10240.5,10336.7,10096.3,10154,1830065.3291234
2000-07-14,10307.8,10490.5,10240.5,10480.9,1814152.0753975
2000-07-17,10673.2,10827.1,10577.1,10740.5,1924183.869325
2000-07-18,10769.4,10769.4,10355.9,10490.5,1654202.547376
2000-07-19,10250.1,10644.4,10230.9,10529,2082470.3092718
2000-07-21,10529,10529,10202.1,10269.3,1684987.2410551
2000-07-24,10096.3,10144.4,9903.96,10086.6,1465445.5637605
2000-07-25,9894.35,10057.8,9855.89,10048.2,2722165.0429198
2000-07-26,10202.1,10423.2,10105.9,10298.2,1895895.3132691
2000-07-27,10115.5,10173.2,9855.89,9961.68,2695645.964399
2000-07-28,9769.36,9817.43,9557.79,9788.58,2567936.4575812
2000-07-31,9500.13,9875.13,9471.27,9682.8,2675676.8634131
2000-08-01,9855.89,9942.43,9605.89,9653.97,2946802.3738987
2000-08-02,9788.58,10096.3,9730.89,10000.1,2413911.6180961
2000-08-03,9730.89,9788.58,9596.28,9644.35,2651758.3046277
2000-08-04,9567.44,9634.72,9471.27,9519.35,3858040.1464807
2000-08-07,9615.51,9769.36,9538.57,9759.74,2012584.4778661
2000-08-08,9807.81,9846.27,9577.05,9702.04,1709843.2315012
2000-08-09,9615.51,9663.59,9528.98,9663.59,2088501.3872686
2000-08-10,9644.35,9702.04,9634.72,9702.04,1816130.3171568
2000-08-11,9653.97,9884.74,9653.97,9807.81,2474128.0526935
2000-08-14,9807.81,9884.74,9711.66,9798.2,1057042.5207385
2000-08-15,9952.05,10192.4,9913.6,10144.4,2960427.2505515
2000-08-16,10221.3,10327,10105.9,10230.9,2041077.7834496
2000-08-17,10163.6,10279,10057.8,10173.2,1267119.5507523
2000-08-18,10173.2,10221.3,10105.9,10202.1,1207839.5441414
2000-08-21,10096.3,10163.6,9923.21,10029,962195.31310045
2000-08-22,9923.21,10029,9759.74,10029,1448075.9788358
2000-08-23,10096.3,10230.9,10048.2,10134.7,2070199.389054
2000-08-24,10173.2,10461.7,10144.4,10384.7,2525919.6464346
2000-08-25,10577.1,10673.2,10509.7,10673.2,3232174.035339
2000-08-28,10961.7,11567.5,10865.5,11432.8,6908530.0899739
2000-08-29,11490.5,11529,11298.2,11394.4,3133064.2235651
2000-08-30,11394.4,11480.9,11057.8,11086.7,2113670.524051
2000-08-31,11279,11442.4,11182.8,11442.4,2687222.1272169
2000-09-01,11538.6,11673.2,11404,11529,3211895.8027134
2000-09-04,11538.6,11567.5,11413.6,11442.4,1349488.0776225
2000-09-05,11346.3,11384.8,11086.7,11173.2,2160157.6998835
2000-09-06,10980.9,11134.8,10894.4,10894.4,2325513.0169033
2000-09-07,10904,11019.4,10846.3,10904,1909416.8114839
2000-09-08,11154,11288.6,11057.8,11230.9,3758097.2851583
2000-09-11,11154,11394.4,11125.1,11250.1,2160054.3214456
2000-09-12,11105.9,11250.1,11067.5,11202.1,1624666.4243456
2000-09-13,11019.4,11240.5,11019.4,11202.1,1644739.9074436
2000-09-14,11250.1,11298.2,10932.8,10990.5,1828920.1369127
2000-09-18,10990.5,11423.2,10961.7,11298.2,2493472.868355
2000-09-19,11105.9,11529,11077.1,11480.9,2902602.5714652
2000-09-20,11538.6,11894.4,11500.1,11788.6,4589879.1932676
2000-09-21,11827.1,12000.1,11730.9,12000.1,3406893.632224
2000-09-22,11538.6,11625.2,11307.8,11375.1,3014402.8392537
2000-09-25,11567.5,11673.2,11250.1,11384.8,1555508.2567022
2000-09-26,11394.4,11490.5,11182.8,11346.3,1263790.3635805
2000-09-27,11057.8,11105.9,10913.6,10932.8,2099111.22676
2000-09-28,10548.2,10682.8,10221.3,10230.9,3213456.5160242
2000-09-29,10577.1,10692.5,10480.9,10538.6,3356451.9802212
2000-10-02,10250.1,10384.7,10077,10384.7,3163016.8713697
2000-10-03,10336.7,10423.2,10259.7,10279,2056887.6587376
2000-10-04,10096.3,10452.1,10096.3,10346.3,1878216.5967047
2000-10-05,10355.9,10384.7,10154,10240.5,2181058.2104852
2000-10-06,10240.5,10452.1,10240.5,10327,1711508.3269241
2000-10-10,10134.7,10269.3,10134.7,10240.5,1888823.4251737
2000-10-11,10048.2,10057.8,9846.27,9884.74,2464665.4127611
2000-10-12,9702.04,9846.27,9663.59,9759.74,2468826.6458073
2000-10-13,9615.51,9721.26,9605.89,9663.59,2795588.8257215
2000-10-16,9807.81,9875.13,9625.14,9692.44,2484736.8885108
2000-10-17,9625.14,9702.04,9605.89,9625.14,2137485.7043985
2000-10-18,9423.2,9461.67,9173.19,9240.5,4484426.1608347
2000-10-19,9336.64,9442.44,9317.42,9394.35,2175132.5182746
2000-10-20,9971.29,10144.4,9855.89,10067.4,4596950.0776889
2000-10-23,10067.4,10086.6,9788.58,9884.74,1892358.3655473
2000-10-24,9855.89,10029,9769.36,9980.89,1609899.3665045
2000-10-25,10173.2,10269.3,10009.7,10009.7,2666007.4666048
2000-10-26,9817.43,10019.3,9759.74,9952.05,1890175.3742604
2000-10-27,9519.35,9567.44,9115.5,9202.03,6367838.7786394
2000-10-30,9009.74,9067.41,8740.51,8836.64,4622951.2603457
2000-10-31,8653.94,8673.18,8288.58,8384.71,5626641.4740322
2000-11-01,8702.04,8932.79,8682.79,8894.35,3512036.529343
2000-11-02,8702.04,8711.64,8577.03,8644.33,3852007.0611356
2000-11-06,8788.58,9000.12,8750.11,9000.12,2721229.6186074
2000-11-07,8980.89,8980.89,8730.87,8788.58,2284643.4053158
2000-11-08,8730.87,8990.5,8711.64,8875.11,2178147.555436
2000-11-09,8711.64,8798.18,8682.79,8711.64,2030885.4724066
2000-11-10,8605.87,8653.94,8490.49,8509.72,2919346.8673914
2000-11-13,8182.8,8211.63,8086.64,8144.32,3385054.6862875
2000-11-14,8144.32,8202.02,8038.58,8144.32,2951381.1353934
2000-11-15,8432.81,8442.41,8182.8,8192.41,2802659.7101428
2000-11-16,8173.19,8202.02,8000.1,8019.35,3064632.7160098
2000-11-17,7932.78,8153.95,7788.56,7913.55,3717015.8983241
2000-11-20,7817.41,7875.11,7759.69,7807.78,2142891.4933968
2000-11-21,7692.41,7702.03,7519.33,7634.73,3960892.6591783
2000-11-22,7730.86,7807.78,7682.78,7730.86,3368934.6756856
